test_loc,test_name,ref_loc,ref_name,method,TSM,MeanOS,MedianOS,std,MeanOS_RAW,MedianOS_RAW,std_RAW
Sets/15/,Female_1_PV_99.61_per.wav,Source/Voice/,Female_1.wav,PV,99.61,4.7718,4.5339,0.46784,4.7021,4.8092,0.31023
Sets/15/,Female_1_uTVS_82.58_per.wav,Source/Voice/,Female_1.wav,uTVS,82.58,3.6642,3.8505,0.87636,3.542,3.3598,1.2144
Sets/15/,Female_10_HPTSM_44.27_per.wav,Source/Voice/,Female_10.wav,HPTSM,44.27,2.5009,2.4694,0.18041,2.6944,2.7099,0.30888
Sets/15/,Female_10_uTVS_166.7_per.wav,Source/Voice/,Female_10.wav,uTVS,166.7,3.239,3.245,0.77688,3.326,3.3768,0.86721
Sets/15/,Female_10_uTVS_53.83_per.wav,Source/Voice/,Female_10.wav,uTVS,53.83,3.2667,3.1109,0.70647,3.357,3.096,0.72352
Sets/15/,Female_10_WSOLA_138.1_per.wav,Source/Voice/,Female_10.wav,WSOLA,138.1,4.081,4.1022,0.53044,3.9898,4.1579,0.63411
Sets/15/,Female_10_WSOLA_53.83_per.wav,Source/Voice/,Female_10.wav,WSOLA,53.83,2.2696,2.0528,0.40222,2.0325,1.9872,0.7613
Sets/15/,Female_11_PV_78.21_per.wav,Source/Voice/,Female_11.wav,PV,78.21,3.1728,3.011,0.98886,3.2119,3.4526,0.85832
Sets/15/,Female_11_PV_IPL_78.21_per.wav,Source/Voice/,Female_11.wav,IPL,78.21,3.9794,3.8193,0.5258,3.8789,3.6316,0.84778
Sets/15/,Female_12_WSOLA_38.38_per.wav,Source/Voice/,Female_12.wav,WSOLA,38.38,1.5877,1.6831,0.32022,1.9099,2.018,0.53044
Sets/15/,Female_5_PV_78.21_per.wav,Source/Voice/,Female_5.wav,PV,78.21,3.1187,3.1031,0.93923,2.9189,2.9956,0.84714
Sets/15/,Female_5_uTVS_44.27_per.wav,Source/Voice/,Female_5.wav,uTVS,44.27,2.6432,2.677,0.70169,2.8486,2.8163,0.83821
Sets/15/,Female_6_FESOLA_82.58_per.wav,Source/Voice/,Female_6.wav,FESOLA,82.58,3.8605,3.7732,0.71284,3.8858,4.0316,0.43497
Sets/15/,Female_6_WSOLA_38.38_per.wav,Source/Voice/,Female_6.wav,WSOLA,38.38,2.0148,2.23,0.75381,2.1023,2.4391,0.74814
Sets/15/,Female_9_FESOLA_138.1_per.wav,Source/Voice/,Female_9.wav,FESOLA,138.1,4.4005,4.4874,0.57129,4.3261,4.872,0.87835
Sets/15/,Female_9_PV_138.1_per.wav,Source/Voice/,Female_9.wav,PV,138.1,3.31,2.8025,0.87175,3.4287,3.2282,1.0715
Sets/15/,Female_BV_1_HPTSM_99.61_per.wav,Source/Voice/,Female_BV_1.wav,HPTSM,99.61,4.6408,4.5635,0.29849,4.4829,4.4384,0.44766
Sets/15/,Female_BV_1_WSOLA_192.4_per.wav,Source/Voice/,Female_BV_1.wav,WSOLA,192.4,3.31,3.2047,1.0456,3.2566,2.9936,1.0374
Sets/15/,Female_opera_WSOLA_44.27_per.wav,Source/Voice/,Female_opera.wav,WSOLA,44.27,1.6103,1.5154,0.35946,1.8557,1.8356,0.40098
Sets/15/,G_Minor_HPTSM_99.61_per.wav,Source/Music/,G_Minor.wav,HPTSM,99.61,4.5825,4.5567,0.87402,4.4658,4.8604,0.65703
Sets/15/,Guitar_FESOLA_82.58_per.wav,Source/Solo/,Guitar.wav,FESOLA,82.58,2.7824,2.7997,0.75633,2.9158,2.9525,0.72564
Sets/15/,Guitar_HPTSM_82.58_per.wav,Source/Solo/,Guitar.wav,HPTSM,82.58,3.369,3.3539,0.90204,3.344,3.2698,0.99189
Sets/15/,I_Believe_it_1_PV_166.7_per.wav,Source/Music/,I_Believe_it_1.wav,PV,166.7,3.4003,3.4585,0.83311,3.4416,3.9944,1.1897
Sets/15/,I_Believe_it_1_uTVS_65.24_per.wav,Source/Music/,I_Believe_it_1.wav,uTVS,65.24,2.2441,2.3136,1.0016,2.3844,2.506,1.1206
Sets/15/,I_Believe_it_3_HPTSM_138.1_per.wav,Source/Solo/,I_Believe_it_3.wav,HPTSM,138.1,4.1164,4.0423,0.65552,4.0236,4.1334,0.79024
Sets/15/,I_Believe_it_3_HPTSM_65.24_per.wav,Source/Solo/,I_Believe_it_3.wav,HPTSM,65.24,3.9918,4.179,0.62575,3.9459,3.88,0.7004
Sets/15/,I_Believe_it_3_PV_44.27_per.wav,Source/Solo/,I_Believe_it_3.wav,PV,44.27,3.1517,3.6659,1.2015,3.3304,3.5404,1.2267
Sets/15/,I_Believe_it_3_PV_IPL_53.83_per.wav,Source/Solo/,I_Believe_it_3.wav,IPL,53.83,3.5424,3.5833,1.0906,3.4928,3.0032,1.139
Sets/15/,I_Believe_it_3_PV_IPL_99.61_per.wav,Source/Solo/,I_Believe_it_3.wav,IPL,99.61,4.6432,4.8303,0.83732,4.4126,4.6628,0.73185
Sets/15/,Jazz_2_HPTSM_192.4_per.wav,Source/Music/,Jazz_2.wav,HPTSM,192.4,3.9357,4.2461,1.0863,3.84,4.4586,1.2363
Sets/15/,Jazz_2_PV_IPL_82.58_per.wav,Source/Music/,Jazz_2.wav,IPL,82.58,4.1727,4.2369,0.65373,4.0801,4.4556,0.7544
Sets/15/,Jazz_2_uTVS_38.38_per.wav,Source/Music/,Jazz_2.wav,uTVS,38.38,2.1031,2.286,0.68372,2.1561,2.1186,0.70374
Sets/15/,Jazz_2_uTVS_82.58_per.wav,Source/Music/,Jazz_2.wav,uTVS,82.58,4.2123,4.4651,0.62991,4.165,4.4908,0.91798
Sets/15/,Jazz_2_WSOLA_192.4_per.wav,Source/Music/,Jazz_2.wav,WSOLA,192.4,3.5554,3.4306,0.47974,3.6316,3.7701,0.54765
Sets/15/,Male_12_FESOLA_166.7_per.wav,Source/Voice/,Male_12.wav,FESOLA,166.7,2.8078,2.8055,0.69615,2.9567,2.9948,0.76651
Sets/15/,Male_12_WSOLA_53.83_per.wav,Source/Voice/,Male_12.wav,WSOLA,53.83,2.5861,2.4119,0.46087,2.3778,2.492,0.80284
Sets/15/,Male_13_HPTSM_138.1_per.wav,Source/Voice/,Male_13.wav,HPTSM,138.1,3.4812,3.796,0.85153,3.3556,3.4044,0.99683
Sets/15/,Male_13_HPTSM_166.7_per.wav,Source/Voice/,Male_13.wav,HPTSM,166.7,3.163,3.1119,0.6811,2.8836,2.7396,0.83061
Sets/15/,Male_13_HPTSM_38.38_per.wav,Source/Voice/,Male_13.wav,HPTSM,38.38,1.5387,1.7334,0.53561,1.7582,1.4768,0.71428
Sets/15/,Male_13_PV_192.4_per.wav,Source/Voice/,Male_13.wav,PV,192.4,2.6414,2.2711,0.62757,2.8385,2.9169,0.61132
Sets/15/,Male_13_uTVS_166.7_per.wav,Source/Voice/,Male_13.wav,uTVS,166.7,2.978,2.9765,0.65837,2.8495,2.484,0.97368
Sets/15/,Male_13_uTVS_44.27_per.wav,Source/Voice/,Male_13.wav,uTVS,44.27,2.1947,2.0198,0.70262,2.6887,2.1696,0.78941
Sets/15/,Male_13_uTVS_53.83_per.wav,Source/Voice/,Male_13.wav,uTVS,53.83,2.1328,2.0919,0.4047,2.1312,2.2092,0.66107
Sets/15/,Male_15_PV_166.7_per.wav,Source/Voice/,Male_15.wav,PV,166.7,2.7517,2.4862,0.72693,2.931,2.8648,0.82219
Sets/15/,Male_15_PV_IPL_82.58_per.wav,Source/Voice/,Male_15.wav,IPL,82.58,3.8057,3.1913,1.3714,3.4851,3.8366,0.98344
Sets/15/,Male_18_PV_IPL_99.61_per.wav,Source/Voice/,Male_18.wav,IPL,99.61,3.9361,3.7955,0.92526,3.8695,4.1184,1.0312
Sets/15/,Male_18_uTVS_65.24_per.wav,Source/Voice/,Male_18.wav,uTVS,65.24,2.1476,1.9814,0.80603,2.1139,1.9452,0.91086
Sets/15/,Male_19_HPTSM_166.7_per.wav,Source/Voice/,Male_19.wav,HPTSM,166.7,3.3824,3.5534,0.89301,3.5374,4.1288,1.0221
Sets/15/,Male_19_WSOLA_44.27_per.wav,Source/Voice/,Male_19.wav,WSOLA,44.27,1.7474,1.5925,0.45992,1.9411,1.9428,0.71806
Sets/15/,Male_2_FESOLA_166.7_per.wav,Source/Voice/,Male_2.wav,FESOLA,166.7,3.1889,3.6171,1.1647,3.2002,3.6074,1.1322
Sets/15/,Male_2_FESOLA_44.27_per.wav,Source/Voice/,Male_2.wav,FESOLA,44.27,1.8384,1.5437,0.9321,1.9325,1.7054,0.8037
Sets/15/,Male_2_HPTSM_65.24_per.wav,Source/Voice/,Male_2.wav,HPTSM,65.24,3.3155,3.1281,0.79498,3.4327,3.53,0.88273
Sets/15/,Male_2_uTVS_44.27_per.wav,Source/Voice/,Male_2.wav,uTVS,44.27,2.1882,2.0668,0.50407,2.2294,2.0466,0.46008
Sets/15/,Male_2_WSOLA_192.4_per.wav,Source/Voice/,Male_2.wav,WSOLA,192.4,3.856,3.619,0.8274,3.6341,3.4364,0.78668
Sets/15/,Male_21_FESOLA_44.27_per.wav,Source/Voice/,Male_21.wav,FESOLA,44.27,2.0864,1.7907,0.98527,2.1238,1.9904,0.99563
Sets/15/,Male_23_PV_192.4_per.wav,Source/Voice/,Male_23.wav,PV,192.4,3.5148,3.5212,0.46697,3.6454,3.6888,0.66444
Sets/15/,Male_23_uTVS_38.38_per.wav,Source/Voice/,Male_23.wav,uTVS,38.38,2.6684,2.8228,0.64301,2.7211,2.8837,0.5102
Sets/15/,Male_23_uTVS_44.27_per.wav,Source/Voice/,Male_23.wav,uTVS,44.27,2.1098,2.2536,0.7184,2.3802,2.0224,0.5966
Sets/15/,Male_24_FESOLA_53.83_per.wav,Source/Voice/,Male_24.wav,FESOLA,53.83,2.3526,2.1017,0.88763,2.4366,2.4884,0.79412
Sets/15/,Male_24_PV_IPL_192.4_per.wav,Source/Voice/,Male_24.wav,IPL,192.4,3.243,3.4556,0.9105,3.2579,3.27,1.188
Sets/15/,Male_5_FESOLA_65.24_per.wav,Source/Voice/,Male_5.wav,FESOLA,65.24,3.2581,3.4816,0.68105,3.2141,3.1939,0.74183
Sets/15/,Male_5_HPTSM_192.4_per.wav,Source/Voice/,Male_5.wav,HPTSM,192.4,2.9938,3.2513,1.0007,2.7789,3.0193,1.3568
Sets/15/,Male_5_PV_IPL_53.83_per.wav,Source/Voice/,Male_5.wav,IPL,53.83,2.5495,2.9634,0.8725,2.6434,2.9328,0.91504
Sets/15/,Male_7_FESOLA_53.83_per.wav,Source/Voice/,Male_7.wav,FESOLA,53.83,2.3269,2.2737,0.60908,2.6883,2.6492,0.56718
Sets/15/,Male_8_uTVS_138.1_per.wav,Source/Voice/,Male_8.wav,uTVS,138.1,3.4826,3.6054,0.81598,3.5558,3.8033,0.97732
Sets/15/,Male_9_uTVS_138.1_per.wav,Source/Voice/,Male_9.wav,uTVS,138.1,3.635,3.7411,0.57253,3.6098,3.4681,0.79626
Sets/15/,Male_sing_1_FESOLA_166.7_per.wav,Source/Voice/,Male_sing_1.wav,FESOLA,166.7,3.1725,3.2316,0.70169,3.2254,3.376,0.82148
Sets/15/,Male_sing_1_FESOLA_192.4_per.wav,Source/Voice/,Male_sing_1.wav,FESOLA,192.4,3.0068,3.1008,0.80798,3.0051,3.0188,1.0516
Sets/15/,Male_sing_1_uTVS_82.58_per.wav,Source/Voice/,Male_sing_1.wav,uTVS,82.58,2.5966,2.4952,0.86381,2.6651,2.9704,0.89682
Sets/15/,Male_sing_1_WSOLA_192.4_per.wav,Source/Voice/,Male_sing_1.wav,WSOLA,192.4,3.2143,3.3363,0.6331,2.9903,3.1496,0.885
Sets/15/,Mexican_Flute_01_FESOLA_166.7_per.wav,Source/Solo/,Mexican_Flute_01.wav,FESOLA,166.7,4.0889,4.2868,0.51719,4.1175,4.5192,0.78085
Sets/15/,Mexican_Flute_01_HPTSM_65.24_per.wav,Source/Solo/,Mexican_Flute_01.wav,HPTSM,65.24,3.9419,4.0409,0.46319,3.8141,4.0396,0.52128
Sets/15/,Mexican_Flute_01_PV_38.38_per.wav,Source/Solo/,Mexican_Flute_01.wav,PV,38.38,2.6903,2.3197,1.0167,2.7483,2.9936,0.80317
Sets/15/,Mexican_Flute_01_uTVS_44.27_per.wav,Source/Solo/,Mexican_Flute_01.wav,uTVS,44.27,3.6044,3.9793,1.2192,3.7763,4.0592,1.0357
Sets/15/,Mexican_Flute_01_WSOLA_192.4_per.wav,Source/Solo/,Mexican_Flute_01.wav,WSOLA,192.4,4.0077,4.331,1.0077,3.7018,4.0096,1.0615
Sets/15/,Mexican_Flute_01_WSOLA_44.27_per.wav,Source/Solo/,Mexican_Flute_01.wav,WSOLA,44.27,2.3441,1.636,1.0883,2.7293,2.5756,0.73311
Sets/15/,Music_Box_01_PV_IPL_38.38_per.wav,Source/Solo/,Music_Box_01.wav,IPL,38.38,1.9119,1.6989,0.77145,2.2521,2.1373,0.89379
Sets/15/,Music_Box_01_uTVS_82.58_per.wav,Source/Solo/,Music_Box_01.wav,uTVS,82.58,4.0326,3.9458,0.58979,3.8823,3.9672,0.67785
Sets/15/,Oboe_cello_2_PV_65.24_per.wav,Source/Music/,Oboe_cello_2.wav,PV,65.24,3.2859,3.1369,0.61543,3.2251,3.0032,0.81369
Sets/15/,Oboe_cello_2_uTVS_99.61_per.wav,Source/Music/,Oboe_cello_2.wav,uTVS,99.61,2.1102,2.056,0.78694,2.0032,2.0176,0.80188
Sets/15/,Oboe_cello_2_WSOLA_166.7_per.wav,Source/Music/,Oboe_cello_2.wav,WSOLA,166.7,4.0308,4.0237,0.71611,3.8693,4.2916,0.92487
Sets/15/,Oboe_cello_2_WSOLA_53.83_per.wav,Source/Music/,Oboe_cello_2.wav,WSOLA,53.83,3.2974,3.312,0.52158,3.2866,2.9948,0.63282
Sets/15/,Oboe_piano_2_FESOLA_166.7_per.wav,Source/Music/,Oboe_piano_2.wav,FESOLA,166.7,3.1881,3.2309,0.98906,3.2057,2.8816,0.84578
Sets/15/,Oboe_piano_2_PV_44.27_per.wav,Source/Music/,Oboe_piano_2.wav,PV,44.27,3.2486,3.5607,0.83272,3.1421,3.2161,0.8738
Sets/15/,Oboe_piano_2_PV_IPL_38.38_per.wav,Source/Music/,Oboe_piano_2.wav,IPL,38.38,3.345,3.8793,1.3354,3.5665,4.2708,1.5608
Sets/15/,Oboe_piano_2_uTVS_82.58_per.wav,Source/Music/,Oboe_piano_2.wav,uTVS,82.58,4.471,4.398,0.61649,4.1797,4.066,0.52957
Sets/15/,Oboe_piano_2_uTVS_99.61_per.wav,Source/Music/,Oboe_piano_2.wav,uTVS,99.61,2.81,2.4874,1.2845,2.74,2.8393,1.3519
Sets/15/,Oboe_piano_3_PV_IPL_82.58_per.wav,Source/Music/,Oboe_piano_3.wav,IPL,82.58,4.3636,4.615,0.67979,4.2927,4.8781,1.0848
Sets/15/,Oboe_piano_3_uTVS_78.21_per.wav,Source/Music/,Oboe_piano_3.wav,uTVS,78.21,4.7495,4.9882,0.76865,4.411,4.1489,0.44534
Sets/15/,Ocarina_01_PV_IPL_38.38_per.wav,Source/Solo/,Ocarina_01.wav,IPL,38.38,3.4662,3.5507,0.75055,3.3515,3.554,0.92196
Sets/15/,Ocarina_01_uTVS_53.83_per.wav,Source/Solo/,Ocarina_01.wav,uTVS,53.83,4.0665,4.3176,0.43119,4.0128,4.1264,0.78529
Sets/15/,Oriental_2_PV_IPL_82.58_per.wav,Source/Music/,Oriental_2.wav,IPL,82.58,3.6628,3.8446,0.86736,3.5849,3.762,0.67986
Sets/15/,Oriental_2_uTVS_99.61_per.wav,Source/Music/,Oriental_2.wav,uTVS,99.61,4.0865,4.5345,1.244,3.8316,3.9577,1.0927
Sets/15/,Perc_2_FESOLA_138.1_per.wav,Source/Solo/,Perc_2.wav,FESOLA,138.1,4.3168,4.3578,0.57019,4.2537,3.9864,0.68794
Sets/15/,Perc_2_FESOLA_44.27_per.wav,Source/Solo/,Perc_2.wav,FESOLA,44.27,2.153,1.8029,0.89185,2.2123,1.9044,1.031
Sets/15/,Perc_2_PV_44.27_per.wav,Source/Solo/,Perc_2.wav,PV,44.27,2.0486,2.1992,1.3179,2.3424,1.9852,1.2392
Sets/15/,Perc_2_PV_78.21_per.wav,Source/Solo/,Perc_2.wav,PV,78.21,2.6628,2.5602,0.65863,2.9271,3.0516,0.60893
Sets/15/,Perc_2_PV_IPL_38.38_per.wav,Source/Solo/,Perc_2.wav,IPL,38.38,2.0704,1.9846,0.3988,2.0891,2.2147,0.55285
Sets/15/,Percussion_PV_53.83_per.wav,Source/Solo/,Percussion.wav,PV,53.83,2.8234,3.017,0.62202,2.7737,2.7544,0.99714
Sets/15/,Piano_Allegro_PV_78.21_per.wav,Source/Solo/,Piano_Allegro.wav,PV,78.21,4.3923,4.4651,0.38762,4.3553,4.182,0.51959
Sets/15/,Piano_Turkish_FESOLA_82.58_per.wav,Source/Solo/,Piano_Turkish.wav,FESOLA,82.58,2.7508,2.3254,0.93114,2.7066,2.4868,0.8229
Sets/15/,Piano_Turkish_HPTSM_192.4_per.wav,Source/Solo/,Piano_Turkish.wav,HPTSM,192.4,4.1171,4.2506,0.33588,4.1014,4.016,0.62439
Sets/15/,Piano_Turkish_uTVS_78.21_per.wav,Source/Solo/,Piano_Turkish.wav,uTVS,78.21,3.921,4.2972,0.73369,3.7776,3.6816,1.0324
Sets/15/,Piano_Turkish_WSOLA_192.4_per.wav,Source/Solo/,Piano_Turkish.wav,WSOLA,192.4,3.6643,3.7848,0.5014,3.6773,3.7672,0.58306
Sets/15/,Piano_Turkish_WSOLA_44.27_per.wav,Source/Solo/,Piano_Turkish.wav,WSOLA,44.27,2.5974,2.5353,0.57442,2.5118,2.714,0.70537
Sets/15/,Rain_Stick_St_05_HPTSM_53.83_per.wav,Source/Solo/,Rain_Stick_St_05.wav,HPTSM,53.83,1.8905,1.8137,0.80617,2.0288,2.166,0.87594
Sets/15/,Rain_Stick_St_05_PV_IPL_38.38_per.wav,Source/Solo/,Rain_Stick_St_05.wav,IPL,38.38,1.2639,1.5083,0.77425,1.5505,1.44,0.35832
Sets/15/,Rain_Stick_St_05_PV_IPL_53.83_per.wav,Source/Solo/,Rain_Stick_St_05.wav,IPL,53.83,1.6232,1.6336,0.4835,1.9985,1.9628,0.57132
Sets/15/,Rock_2_FESOLA_65.24_per.wav,Source/Music/,Rock_2.wav,FESOLA,65.24,1.7949,1.2436,1.1853,2.0294,1.616,1.3225
Sets/15/,Rock_2_HPTSM_99.61_per.wav,Source/Music/,Rock_2.wav,HPTSM,99.61,4.4318,4.4905,0.37557,4.4929,4.844,0.64275
Sets/15/,Rock_2_PV_IPL_65.24_per.wav,Source/Music/,Rock_2.wav,IPL,65.24,2.1697,1.7567,0.80362,2.214,1.9924,1.0207
Sets/15/,Rock_2_uTVS_53.83_per.wav,Source/Music/,Rock_2.wav,uTVS,53.83,1.9357,1.8841,0.78649,1.7516,1.7276,0.67481
Sets/15/,Saxophones_1_HPTSM_53.83_per.wav,Source/Music/,Saxophones_1.wav,HPTSM,53.83,2.9833,2.8292,0.5708,2.9162,3,0.73666
Sets/15/,Saxophones_1_uTVS_44.27_per.wav,Source/Music/,Saxophones_1.wav,uTVS,44.27,2.5988,2.657,0.54598,2.6281,2.5504,0.72602
Sets/15/,Saxophones_3_HPTSM_138.1_per.wav,Source/Music/,Saxophones_3.wav,HPTSM,138.1,4.2265,4.398,0.41737,4.0869,4.018,0.7652
Sets/15/,Saxophones_4_HPTSM_138.1_per.wav,Source/Solo/,Saxophones_4.wav,HPTSM,138.1,4.465,4.6125,0.61931,4.4325,4.7488,0.59956
Sets/15/,Saxophones_4_HPTSM_99.61_per.wav,Source/Solo/,Saxophones_4.wav,HPTSM,99.61,4.625,4.6863,0.43877,4.5606,4.7452,0.38631
Sets/15/,Shaker_01_FESOLA_192.4_per.wav,Source/Solo/,Shaker_01.wav,FESOLA,192.4,3.592,3.6381,0.70445,3.6823,3.9544,0.83288
Sets/15/,Shaker_01_uTVS_82.58_per.wav,Source/Solo/,Shaker_01.wav,uTVS,82.58,4.5233,4.4114,0.57909,4.3908,4.6656,0.6259
Sets/15/,Solo_flute_1_PV_IPL_166.7_per.wav,Source/Solo/,Solo_flute_1.wav,IPL,166.7,4.1549,4.4578,0.96923,4.3702,4.7673,0.95513
Sets/15/,Solo_flute_1_PV_IPL_82.58_per.wav,Source/Solo/,Solo_flute_1.wav,IPL,82.58,4.0856,4.4919,0.7998,3.9962,4.0668,0.94502
Sets/15/,Solo_flute_1_uTVS_166.7_per.wav,Source/Solo/,Solo_flute_1.wav,uTVS,166.7,4.1404,4.4115,0.55044,4.1998,4.6168,0.77352
Sets/15/,Solo_flute_1_uTVS_82.58_per.wav,Source/Solo/,Solo_flute_1.wav,uTVS,82.58,4.221,4.618,0.74144,4.039,3.994,0.70995
Sets/15/,Solo_flute_3_FESOLA_78.21_per.wav,Source/Solo/,Solo_flute_3.wav,FESOLA,78.21,4.3584,4.4517,0.29311,4.2857,4.01,0.60877
Sets/15/,Solo_flute_3_PV_IPL_166.7_per.wav,Source/Solo/,Solo_flute_3.wav,IPL,166.7,3.8953,4.4214,0.9575,3.8833,4.5524,1.171
Sets/15/,Synth_Bass_1_FESOLA_82.58_per.wav,Source/Solo/,Synth_Bass_1.wav,FESOLA,82.58,2.4903,2.3647,0.76007,2.4103,2.128,0.79785
Sets/15/,Synth_Bass_1_WSOLA_138.1_per.wav,Source/Solo/,Synth_Bass_1.wav,WSOLA,138.1,4.2623,4.3042,0.54233,4.0788,4.0192,0.5201
Sets/15/,Synth_Bass_1_WSOLA_99.61_per.wav,Source/Solo/,Synth_Bass_1.wav,WSOLA,99.61,4.7077,4.7764,0.49662,4.5742,4.9114,0.57335
Sets/15/,Synth_Pad_1_FESOLA_166.7_per.wav,Source/Music/,Synth_Pad_1.wav,FESOLA,166.7,1.9769,2.1812,0.73275,2.0291,1.8421,0.46125
Sets/15/,Synth_Pad_1_uTVS_65.24_per.wav,Source/Music/,Synth_Pad_1.wav,uTVS,65.24,3.6393,3.4729,1.0431,3.6291,3.9372,1.0333
Sets/15/,Tambourine_01_PV_IPL_166.7_per.wav,Source/Solo/,Tambourine_01.wav,IPL,166.7,3.9599,4.4115,1.1583,3.9894,4.2712,1.1525
Sets/15/,Tambourine_01_PV_IPL_82.58_per.wav,Source/Solo/,Tambourine_01.wav,IPL,82.58,4.0295,4.1721,0.75083,3.812,3.9762,1.0873
Sets/15/,Tambourine_01_WSOLA_65.24_per.wav,Source/Solo/,Tambourine_01.wav,WSOLA,65.24,3.1908,3.6968,0.90767,3.3184,3.3638,0.69065
Sets/15/,Tambourine_02_FESOLA_78.21_per.wav,Source/Solo/,Tambourine_02.wav,FESOLA,78.21,3.8754,4.1544,0.64735,3.7347,3.5712,0.89615
Sets/15/,There_is_no_way_PV_138.1_per.wav,Source/Music/,There_is_no_way.wav,PV,138.1,3.5237,3.5361,0.67244,3.5024,3.3752,0.9658
Sets/15/,There_is_no_way_PV_IPL_99.61_per.wav,Source/Music/,There_is_no_way.wav,IPL,99.61,4.7213,4.649,0.25949,4.7293,4.8828,0.32983
Sets/15/,There_is_no_way_uTVS_38.38_per.wav,Source/Music/,There_is_no_way.wav,uTVS,38.38,2.4891,2.5634,0.89013,2.6232,2.4504,0.73363
Sets/15/,Thumb_Piano_01_PV_192.4_per.wav,Source/Solo/,Thumb_Piano_01.wav,PV,192.4,2.7733,2.6312,0.72448,2.442,2.288,1.0249
Sets/15/,Thumb_Piano_01_PV_IPL_38.38_per.wav,Source/Solo/,Thumb_Piano_01.wav,IPL,38.38,1.9841,2.0207,0.32078,2.0807,2.0504,0.64653
Sets/15/,Thumb_Piano_01_uTVS_65.24_per.wav,Source/Solo/,Thumb_Piano_01.wav,uTVS,65.24,3.9147,4.1189,0.66201,3.9449,3.9408,0.85524
Sets/15/,Vaccum_cleaner_2_PV_138.1_per.wav,Source/Solo/,Vaccum_cleaner_2.wav,PV,138.1,4.0645,4.3328,0.87899,3.8941,4.488,1.1338
Sets/15/,Vaccum_cleaner_2_WSOLA_53.83_per.wav,Source/Solo/,Vaccum_cleaner_2.wav,WSOLA,53.83,2.4296,2.29,0.71635,2.4517,2.5291,0.81149
Sets/15/,Voice_and_Piano_4_HPTSM_38.38_per.wav,Source/Music/,Voice_and_Piano_4.wav,HPTSM,38.38,1.7142,2.1533,0.73485,2.0527,2.4159,0.94565
Sets/15/,Voice_and_Piano_4_PV_138.1_per.wav,Source/Music/,Voice_and_Piano_4.wav,PV,138.1,3.6863,3.5645,0.8951,3.6582,3.2436,0.87211
Sets/15/,Voice_and_Piano_4_uTVS_53.83_per.wav,Source/Music/,Voice_and_Piano_4.wav,uTVS,53.83,2.3697,2.7066,0.94699,2.4694,2.7099,1.0877
Sets/15/,Voice_and_Piano_4_WSOLA_78.21_per.wav,Source/Music/,Voice_and_Piano_4.wav,WSOLA,78.21,3.7215,4.0711,1.0391,3.4191,3.9968,0.95784
Sets/15/,Voice_and_Piano_5_uTVS_78.21_per.wav,Source/Music/,Voice_and_Piano_5.wav,uTVS,78.21,4.415,4.4585,0.27769,4.572,4.796,0.42103
Sets/15/,Woodwinds_5_uTVS_82.58_per.wav,Source/Music/,Woodwinds_5.wav,uTVS,82.58,4.2276,4.2828,0.33902,4.1349,4.1801,0.45313
Sets/15/,Woodwinds_5_WSOLA_82.58_per.wav,Source/Music/,Woodwinds_5.wav,WSOLA,82.58,4.4395,4.3863,0.29763,4.2785,4.492,0.55571
Sets/15/,Yellow_2_PV_82.58_per.wav,Source/Music/,Yellow_2.wav,PV,82.58,3.8599,3.9105,0.60278,3.9586,4.0292,0.89477
Sets/15/,Yellow_2_PV_IPL_99.61_per.wav,Source/Music/,Yellow_2.wav,IPL,99.61,4.6458,4.7587,0.75871,4.3404,4.5125,0.74682
Sets/15/,Yellow_Violin_FESOLA_138.1_per.wav,Source/Solo/,Yellow_Violin.wav,FESOLA,138.1,4.3401,4.398,0.6792,4.3867,4.4508,0.60713
Sets/15/,Yellow_Violin_uTVS_38.38_per.wav,Source/Solo/,Yellow_Violin.wav,uTVS,38.38,3.7318,3.8337,0.6939,3.9278,4.0861,0.81442
Sets/15/,Yellow_Violin_uTVS_78.21_per.wav,Source/Solo/,Yellow_Violin.wav,uTVS,78.21,4.5588,4.5041,0.2152,4.4921,4.738,0.517
Sets/16/,Alto_Sax_06_WSOLA_99.61_per.wav,Source/Solo/,Alto_Sax_06.wav,WSOLA,99.61,4.8385,4.803,0.27093,4.6241,4.802,0.39462
Sets/16/,Alto_Sax_07_FESOLA_44.27_per.wav,Source/Solo/,Alto_Sax_07.wav,FESOLA,44.27,2.4636,2.147,0.56801,2.423,2.76,0.67198
Sets/16/,Alto_Sax_07_PV_IPL_166.7_per.wav,Source/Solo/,Alto_Sax_07.wav,IPL,166.7,4.6677,4.9269,0.45287,4.3691,4.3416,0.58509
Sets/16/,Alto_Sax_07_WSOLA_138.1_per.wav,Source/Solo/,Alto_Sax_07.wav,WSOLA,138.1,4.6219,4.772,0.2325,4.5958,4.7024,0.41857
Sets/16/,Alto_Sax_08_PV_IPL_65.24_per.wav,Source/Solo/,Alto_Sax_08.wav,IPL,65.24,4.7463,4.7371,0.158,4.684,4.8979,0.38828
Sets/16/,Alto_Sax_16_HPTSM_192.4_per.wav,Source/Solo/,Alto_Sax_16.wav,HPTSM,192.4,3.6361,3.9772,0.85507,3.7745,4.4104,1.1495
Sets/16/,Alto_Sax_16_HPTSM_78.21_per.wav,Source/Solo/,Alto_Sax_16.wav,HPTSM,78.21,4.0485,3.8724,0.49082,3.7839,3.7268,0.63869
